name,brand,street,zip,city,country,latitude,longitude,phone,email,website
Autohaus Staiger GmbH,KIA,Abelsbergstraße 77-89,70188,Stuttgart,DE,48.786163330078125,9.212481498718262,0711-268640,svenja.garczyk@autostaiger.de,https://www.kia-staiger-stuttgart.de
Hugo Pfohe GmbH,KIA,Alsterkrugchaussee 355,22335,Hamburg,DE,53.62022018432617,10.009965896606445,040 - 228989492,t.ehlers@hugopfohe.de,https://www.kia-pfohe-hamburg-fuhlsbuettel.de/
Motor Center Heinen GmbH,KIA,Kiebitzweg 1,58708 ,Menden,DE,51.4363453,7.7551694,02373-179090   ,kai.siebeck@heinen-nrw.de,https://www.kia-heinen-menden.de
Auto Haass GmbH ,KIA,Schwieberdinger Str. 125 ,71636,Ludwigsburg ,DE,48.890293,9.1703386,07141 - 47440 ,info@auto-haass.de,https://www.kia-auto-haass-ludwigsburg.de
Autohaus Hessengarage GmbH ,KIA,Hanauer Landstraße 119a ,60314,Frankfurt am Main ,DE,50.11163,8.7104562,,info@hessengarage.de,https://www.kia-hessengarage-frankfurt.de
Autohaus & Landtechnik Maier GmbH & Co. KG,KIA,Antoniusstr. 3,92444,Rötz,DE,49.3900608,12.5027184,096769231515,tmaier@maiermobil.de,https://www.kia-maier-roetz.de
Feser-Graf Metropol GmbH,KIA,Emil-Kemmer-Straße 23,96103 ,Hallstadxt,DE,49.9180427,10.8737533,0951-2087790,dietmar.scharf@metropol-automobile.de,https://www.feser-graf.de/marken/kia
Auto-Neumaier GmbH,KIA,Rosenheimer Straße 70,83043,Bad Aibling,DE,47.85505868772706,12.01598425477254,08061-35070,info@auto-neumaier.de,https://www.kia-neumaier-badaibling.de/
Dinnebier Automobile GmbH,KIA,Delitzscher Landstraße 150,04158,Leipzig,DE,51.4065017,12.3652887,0341/52410,info-leipzig@dinnebiergruppe.de,https://www.kia-dinnebier-leipzig.de
Daffner Car Group GmbH,KIA,Handwerkerhof 1,04316 ,Leipzig,DE,51.32478713989258,12.436775207519531,0341 31912940,info@acl-daffner.de,https://www.kia-daffner-leipzig-moelkau.de/
Daffner Car Group GmbH,KIA,Lützner Str. 175,04179 ,Leipzig,DE,51.330265,12.3148918,0341/ 487 48 0,info@acl-daffner.de,https://www.kia-daffner-leipzig.de
Robert Kunzmann GmbH & Co. KG,KIA,Altenhaßlauer Weg 2,63571,Gelnhausen,DE,50.187847,9.1736459,06021 - 36174100,info@kunzmann.de,https://www.kia-kunzmann-gelnhausen.de
Autohaus Christmann GmbH,KIA,Ferdinand-Porsche-Str. 5,67269,Grünstadt,DE,49.5615832,8.1833472,06359-932560,kia@autohaus-christmann.com,https://www.kia-christmann-gruenstadt.de
Robert Kunzmann GmbH & Co. KG,KIA,Justus-von-Liebig-Str. 22,63128,Dietzenbach,DE,50.004035,8.793498,06021 - 36178100,info@kunzmann.de,https://www.kia-kunzmann-dietzenbach.de
Robert Kunzmann GmbH & Co. KG,KIA,Weichertstr. 13,63741,Aschaffenburg,DE,49.986236,9.1576051,06021 - 36171100,info@kunzmann.de,https://www.kia-kunzmann-aschaffenburg.de
MOHAG Motorwagen-Handelsgesellschaft mbH,KIA,Rellinghauser Str. 400,45134,Essen,DE,51.42797,7.041263,0201 - 266010,kia-geschaeftsleitung@mohag.de,https://www.kia-mohag-essen.de
Autohaus Werner Johannes GmbH,KIA,Westendorfer Str. 30,29683,Bad Fallingbostel / Dorfmark,DE,52.899177,9.759688,05163-2004,info@johannes-dorfmark.de,https://www.kia-johannes-dorfmark.de/
AHAG Automobil-Handels-Ges. Egon Gladen GmbH & Co. KG,KIA,Hattinger Str. 386b,44795,Bochum,DE,51.4450573,7.1942666,0234-6014000,info@ahag-kia.de,https://ahag-group.de/kia
Autohaus Staiger GmbH,KIA,Dornierstraße 16,73730,Esslingen,DE,48.718018,9.346503,0711 - 931350,svenja.garczyk@autostaiger.de,https://www.kia-staiger-esslingen.de
Autoarena Ingolstadt Filiale der Autoarena München GmbH,KIA,Manchinger Str. 115 a,85053,Ingolstadt,DE,48.745668,11.4677675,0841-37079901,info@autoarena-ingolstadt.de,https://kia.autoarena-ingolstadt.de/
Autohaus Staiger GmbH,KIA,Schüttelgrabenring 2,71332,Waiblingen,DE,48.82243994715542,9.317679884851627,07151-17030,svenja.garczyk@autostaiger.de,https://www.kia-staiger-waiblingen.de
Autohaus Staiger GmbH,KIA,Mahdentalstraße 70,71065,Sindelfingen,DE,48.706879820906984,9.022624182997824,07031-86620,svenja.garczyk@autostaiger.de,https://www.kia-staiger-sindelfingen.de
Autohaus Staiger GmbH,KIA,Lorcher Straße 99,73525,Schwäbisch Gmünd,DE,48.796338296730426,9.781084383000197,07171-911810,svenja.garczyk@autostaiger.de,https://www.kia-staiger-waiblingen.de
ahg Autohandelsgesellschaft mbH ,KIA,Hermann-Mitsch-Straße 17 ,79108,Freiburg im Breisgau ,DE,48.024449,7.8383716,0761 - 885040 ,kia-freiburg@ahg-mobile.de,https://www.kia-ahg-freiburg.de
ahg Autohandelsgesellschaft mbH ,KIA,Auf Herdenen 2 ,78052 ,Villingen-Schwenningen ,DE,48.0765693,8.5005857,07721 - 95940 ,kia-villingen-schwenningen@ahg-mobile.de,https://www.kia-ahg-villingen-schwenningen.de
ahg Autohandelsgesellschaft mbH ,KIA,Schaffhausenstraße 111 ,72072 ,Tübingen ,DE,48.5179733,9.0809365,07071 - 9425770,kia-tuebingen@ahg-mobile.de,https://www.kia-ahg-tuebingen.de/
Ernst Dello GmbH & Co. KG,KIA,Altonaer Str. 209-211,24539,Neumünster,DE,54.05312,9.97657,04321 - 99840,neumuenster@dello.de,https://www.kia-dello-neumuenster.de/
ahg Autohandelsgesellschaft mbH,KIA,Nagolder Straße 57 ,71131,Jettingen ,DE,48.5792,8.7779645,07452 - 89660,kia-jettingen@ahg-mobile.de,https://www.kia-ahg-jettingen.de/
Auto Krälemann GmbH,KIA,Römerstraße 1a,59075,Hamm,DE,51.688817,7.7772825,02381/87783-0,verkauf.kia@auto-kraelemann.de,https://www.kia-kraelemann-hamm.de
AHAG Automobil-Handels-Ges. Egon Gladen GmbH & Co. KG,KIA,Kurt-Schumacher-Str. 382 ,45897,Gelsenkirchen ,DE,51.570259,7.0561461,,,https://ahag-group.de/kia
Auto Maibom OHG,KIA,Bedburger Weide 55,47551,Bedburg-Hau,DE,51.7714201,6.1857119,02821 - 749930 ,kia@maibom-gruppe.de,https://www.kia-maibom-kleve.de/
Autohaus Eifel Mosel GmbH ,KIA,Koblenzer Straße 168 ,56727,Mayen ,DE,50.328094,7.2387018,02651 - 95950,mayen@eifelmosel.de,https://www.kia-eifelmosel-mayen.de
Feser-Graf Metropol GmbH,KIA,Felix-Klein-Str. 74 ,91058,Erlangen,DE,49.5744056,10.993658,09131 - 64463,dietmar.scharf@feser-graf.de ,https://www.kia-feser-scharf-metropol-erlangen.de
Performance Center GmbH,KIA,Grebbecker Weg 5,58509,Lüdenscheid,DE,51.2350428,7.6082586,02351-965777,info@performancecenter.de,https://www.kia-performance-luedenscheid.de
Auto Hemmerle GmbH,KIA,Wasserburger Landstraße 137-141,81827,München,DE,48.1184071715324,11.689223110589,,,https://www.kia-hemmerle-muenchen.de
Fischer Autohaus in Guben Inh. Dirk Fischer e.K.,KIA,Alte Poststraße 1D ,15890,Eisenhüttenstadt,DE,52.15267,14.630474,03364-7705810,d.fischer@fischerautohaus.de,https://www.kia-fischer-eisenhuettenstadt.de
Ruprecht Tretter Autohaus GmbH & Co. KG,KIA,Lise-Meitner-Straße 2 ,76829,Landau in der Pfalz ,DE,49.191143,8.1348524,06341 - 510999,info.landau@tretter-automobile.de,https://www.kia-tretter-landau.de
Autohaus Brüggemann GmbH & Co. KG,KIA,Einsteinstraße 1,49835,Wietmarschen-Lohne,DE,52.480677,7.205414,05908 - 937350,d.ehlers@autohaus-brueggemann.de,https://www.kia-brueggemann-wietmarschen-lohne.de/
Walter Schneider Seelbach GmbH & Co. KG,KIA,Freudenberger Straße 494,57072,Siegen,DE,50.8837813,7.96462923,0271-375110,team-seelbach@walter-schneider.de,https://www.kia-walterschneider-siegen.de
Procar Automobile Movement GmbH,KIA,Düsseldorfer Straße 2,40721,Hilden,DE,51.16591,6.9219495,02103 - 5020,hilden@kia-procar.de,https://www.kia-procar-hilden.de
Autohaus Mühlenbein + Sohn GmbH,KIA,Klingenbergstr. 15,32758,Detmold,DE,51.947593688964844,8.855470657348633,05231 70930,info@autohaus-muehlenbein.de,https://www.kia-muehlenbein-detmold.de/
Auto- und Motorradhaus Borchardt GmbH,KIA,Dielinger Str. 1 ,32351,Stemwede ,DE,52.446189,8.3462572,,,www.kia-borchardt-stemwede.de
Autohaus Cyran GmbH,KIA,Borgwardstraße 1,48599,Gronau,DE,52.200551,7.0695157,02562 - 9922630,,https://www.kia-cyran-gronau.de/
Autohaus Elstermann GmbH,KIA,Küstenkanalstraße 92-93,26188,Edewecht OT Klein-Scharrel,DE,53.093597,8.079245,04486 - 921390,info@autohaus-elstermann.de,https://www.kia-elstermann-edewecht.de
Horst Wahl GmbH & Co. KG,KIA,Ihringshäuser Straße 153-159,34125,Kassel,DE,51.33304214477539,9.51354694366455,,,https://www.wahl-group.de/kia
Procar Automobile Movement GmbH,KIA,Sassenberger Strasse 77 ,48231,Warendorf ,DE,51.955566,8.00222301,02581 - 93490,warendorf@kia-procar.de,https://www.kia-procar-warendorf.de
Procar Automobile Movement GmbH,KIA,Eichenhofer Weg 1-7,45549,Sprockhövel ,DE,51.312564,7.2664694,02339-91830,sprockhoevel@kia-procar.de,https://www.kia-procar-sprockhoevel.de
Procar Automobile Movement GmbH,KIA,Lübecker Straße 16 ,41540,Dormagen ,DE,51.093509,6.8134298,02133 - 53010,dormagen@kia-procar.de,https://www.kia-procar-dormagen.de
Procar Automobile Movement GmbH,KIA,Holsterhauser Str. 210,44625,Herne,DE,51.531478,7.2037582,02325 - 641550,herne@procar-automobile.de,https://www.kia-procar-herne.de
Autohaus Markus Fugel e.K.,KIA,Hofer Straße 7c,09224,Chemnitz-Mittelbach,DE,50.802607,12.806693,0371 - 815110,info@fugel-gruppe.de,https://www.kia-fugel-chemnitz.de/
Autohaus Schunke GmbH,KIA,Zu den Norderstücken 2,26607,Aurich,DE,53.501034,7.485864,04941 - 990 21 10,info@auto-schunke.de,https://www.kia-schunke-aurich.de/
Autohaus Dinnebier GmbH,KIA,Großbeerenstr. 148-158,12277,Berlin-Mariendorf,DE,52.43079,13.37569,030 - 3467100,anfragen.grossbeerenstr@dinnebiergruppe.de,https://www.kia-dinnebier-berlin-mariendorf.de
Autohaus am Lichtenberg GmbH,KIA,Lichtenberg 32,41747,Viersen,DE,51.248104,6.3854026,02162 - 93300,,https://www.kia-autohaus-lichtenberg-viersen.de
AHAG Münsterland GmbH,KIA,Dammweg 1,48249,Dülmen,DE,51.8221973,7.268126,02594 789090,info@ahag-duelmen.de,https://ahag-group.de/kia
Autohaus Schüppler GmbH,KIA,Am Stadtbruch 19,34471,Volkmarsen,DE,51.402744,9.107238,05693 / 98850,info@autohaus-schueppler.de,https://www.kia-schueppler-volkmarsen.de/
Autohaus Gebr. Barth GmbH,KIA,Zum Wiesenhof 82a,66663,Merzig,DE,49.45911,6.624313,06861 - 915160,info@autohaus-barth.de,https://www.kia-barth-merzig.de/
Autohaus Günther GmbH,KIA,Ausschläger Weg 49,20537,Hamburg,DE,53.54985046386719,10.036576271057129,040 - 66 90 766 -0,info@guenther-gruppe.de,https://www.kia-guenther-hamburg.de/
Autohaus Günther GmbH ,KIA,Poppenbütteler Bogen 33,22399,Hamburg,DE,53.670440673828125,10.069573402404785,040 / 6366960,info@guenther-gruppe.de,https://www.kia-guenther-hamburg-poppenbuettel.de/
Autohaus Günther GmbH,KIA,An der Strusbek 4,22926,Ahrensburg,DE,53.687278747558594,10.266168594360352,04102 78794-50,info@guenther-gruppe.de,https://www.kia-guenther-ahrensburg.de/
Moll Motors GmbH,KIA,Maarweg 241-251,50825,Köln,DE,50.948951721191406,6.89772367477417,0221-292750,info@moll-motors.de,https://www.kia-moll-koeln.de/
Autohaus Gotthard König GmbH,KIA,Sophie-Charlotten-Straße 26,14059,Berlin,DE,52.5164307,13.2865707,030 30103986-0,denis.horbasch@autohaus-koenig.de,https://www.kia-koenig-berlin.de/
Zumbült Auto Arena GmbH,KIA,Neubeckumer Straße 49,59269,Beckum,DE,51.7679634,8.0408391,02521 9383-0,info@zumbuelt.com,https://www.kia-zumbuelt-beckum.de/
Autohaus Konrad GmbH,KIA,Magdeburger Str. 17,06484,Quedlinburg,DE,51.789991,11.162079,03946 - 96470,a.konrad@teamkonrad.com,https://www.kia-konrad-quedlinburg.de/
Auto-Center-Lange GmbH,KIA,Am Müggelpark 45,15537,Gosen,DE,52.39509,13.720429,03362 - 880020,kia@ac-lange.de,https://www.kia-lange-gosen.de/
Orth Automobile GmbH,KIA,Rudolfstraße 5 ,65510,Idstein ,DE,50.223728,8.2558784,06126 - 401000, info@orth-automobile.de,https://www.kia-orth-idstein.de
Autohaus Range GmbH,KIA,Wolfhager Straße 7,34560,Fritzlar,DE,51.138301,9.2744474,05622 - 995970,info@autohaus-range.de,https://www.kia-range-fritzlar.de
Südmobile GmbH,KIA,Robert-Gerwig-Str. 2,78315 ,Radolfzell,DE,47.745681,8.952801,07732 - 99750 ,kia@suedmobile.de,https://www.kia-suedmobile-radolfzell.de/
Autohaus Schunke GmbH,KIA,Thüringer Straße 10,26723,Emden ,DE,53.362239,7.1671347,,,https://www.kia-schunke-emden.de
ahg Autohandelsgesellschaft mbH,KIA,Senefelderstraße 2 ,73760,Ostfildern,DE,48.729892,9.2430906,0711 - 449830,kia-ostfildern@ahg-mobile.de,https://www.kia-ahg-ostfildern.de
Auto Möller Weimar GmbH,KIA,Landhausallee 1,99425,Weimar,DE,50.980636556299,11.378834329020922,03643-878730,info-we@autohausmoeller.de,https://www.kia-moeller-weimar.de/
Levy Motor Company Rheinland GmbH,KIA,Raderberggürtel 4,50968,Köln,DE,50.903835,6.9606661,0221-999950-0,koeln@motorcompany.de,https://www.kia-levy-koeln.de/
Horst Wahl GmbH & Co. KG ,KIA,Müschener Str. 2 ,65555,Limburg an der Lahn ,DE,50.410403,8.0668823,06431 9155-0,,https://www.wahl-group.de/kia
Franz Rüschkamp GmbH & Co. KG,KIA,Schachtstraße 1,59379,Selm,DE,51.6858073,7.46522931,02592 - 9340,info@autohaus-rueschkamp.de,https://www.kia-rueschkamp-selm.de/
Hakvoort GmbH,KIA,Hauptstraße 21 ,53639,Königswinter,DE,50.69872267997548,7.175886853037517,,,https://www.hakvoort-gruppe.de/kia
Autohaus Konrad GmbH,KIA,Klusstr. 67,38820,Halberstadt,DE,51.883776,11.056364,03941 - 56560,info@teamkonrad.com,https://www.kia-konrad-halberstadt.de/
Automobile Baumann GmbH,KIA,Marler Str. 131a,46282,Dorsten,DE,51.657267,7.007465,02362 - 99290,info@automobile-baumann.de,https://www.kia-baumann-dorsten.de/
Autohaus Brüggemann GmbH & Co. KG,KIA,Schutower Str. 9,18069,Rostock,DE,54.106087,12.067623,0381 - 637390,rostock@autohaus-brueggemann.de,https://www.kia-brueggemann-rostock.de/
Autohaus Arnold GmbH,KIA,Hauptstr. 100,84088,Neufahrn,DE,48.727902,12.18946,08773 - 1260,info@autohaus-arnold.de,https://www.kia-arnold-neufahrn.de/
Beständig Automobile GmbH & Co.KG,KIA,Industriestr. 43,97437,Haßfurt,DE,50.0343,10.530378,09521 - 94980,kia@bestaendig.eu,https://www.kia-bestaendig-hassfurt.de/
Automobile R.Günther GmbH,KIA,Auf der Heide 1,37351,Dingelstädt,DE,51.30890829777978,10.325120568275459,036075 - 3930,info@guenther-automobile.de,https://www.kia-guenther-dingelstaedt.de/
MAPO GmbH & Co. KG,KIA,Industriestraße 17,94469,Deggendorf,DE,48.8515039,12.9584496,0991-9989360,deg@maiermobil.de,https://www.kia-maier-deggendorf.de/
Autohaus Wigger GmbH,KIA,Lindbruch 1,18273,Güstrow,DE,53.813299,12.190537,03843 - 46510,info@kia-wigger.de,https://www.kia-wigger-guestrow.de/
Auto Möller Gotha GmbH & Co. KG,KIA,Rudloffstr. 25,99867,Gotha,DE,50.9256769,10.7184186,03621 - 72130,info-gotha@autohausmoeller.de,https://www.kia-moeller-gotha.de/
Autohaus Neff GmbH,KIA,Lise-Meitner-Str. 26,74074,Heilbronn,DE,49.121678,9.21915,07131 - 390500,kia@auto-neff.de,https://www.kia-neff.de/
Auto-Center Grimmen GmbH & Co. HanseAuto KG,KIA,An den Bäckerwiesen 8,17489,Greifswald,DE,54.071083,13.390394,03834 57210,info@hansecar.de,https://www.kia-acg-greifswald.de
Viets Automobile & Service GmbH,KIA,Hauptstr. 34,27386,Brockel,DE,53.094855,9.521638,04266 - 93910,brockel@viets-automobile.de,https://www.kia-viets-brockel.de/
Autohaus Konrad GmbH,KIA,Ermslebener Str. 86,06449,Aschersleben,DE,51.799966,11.450525,03473 - 92920,info@teamkonrad.com,https://www.kia-konrad-aschersleben.de/
Autohaus Reckhaus Erwitte Inh. Michael Reckhaus e.K.,KIA,Hellweg 75,59597,Erwitte,DE,51.6144766,8.3485935,02943 87020-0,info@reckhaus-erwitte.de,https://www.kia-reckhaus-erwitte.de/
Autohaus Luchtenberg GmbH,KIA,Ottostr. 7,51381,Leverkusen,DE,51.057569,7.018206,02171 - 790330,info@auto-luchtenberg.de,https://auto-luchtenberg.de/marken/kia/
Autohaus Krumbiegel GmbH,KIA,Daniel-Wilhelm-Beck-Str. 1,04720,Döbeln,DE,51.120024,13.147496,03431 - 71670,info@autohauskrumbiegel.de,https://www.kia-krumbiegel-doebeln.de/
Autohaus Bernhard Dettmann GmbH & Co. KG,KIA,Tettenbachstr. 11-15,44329,Dortmund,DE,51.566838,7.537898,0231 - 23716 (auch WhatsApp),info@autohaus-dettmann.de,https://www.kia-dettmann-dortmund.de/
Autohaus Holsten GmbH,KIA,Dorfstraße 87,27432,Oerel,DE,53.493108,9.069827,04761 / 98550,s.schander@autohaus-holsten.de,https://www.kia-holsten-oerel.de
Autohaus Brüggemann GmbH & Co. KG,KIA,Lindenhorster Str. 43,44147,Dortmund,DE,51.541264,7.453172,0231 - 84900,dortmund@autohaus-brueggemann.de,https://www.kia-brueggemann-dortmund.de/
Autohaus Meures GmbH,KIA,Ferdinand-Porsche-Str. 6,52525,Heinsberg,DE,51.067152,6.102857,02452 - 99910,info@autohaus-meures.de ,https://www.kia-meures-heinsberg.de/
Dürkop GmbH Filiale Berlin-Prenzlauer Berg,KIA,Goethestr. 5-7,10409,Berlin,DE,52.5509024,13.4333939,030 - 4218090,info-prenzlauerberg@duerkop.de,https://www.kia-duerkop-berlin-prenzlauerberg.de/
Autohaus Arnold GmbH,KIA,Eichenbühl 1,92331,Parsberg-Lupburg,DE,49.1767,11.731195,09492 / 60156-0,info.parsberg@autohaus-arnold.de,https://www.kia-arnold-parsberg.de/
Autohaus Schlattmann GmbH & Co. KG,KIA,Buersche Str. 16,49324,Melle,DE,52.207298,8.34606,05422 / 94100,info@auto-schlattmann.de,https://www.kia-schlattmann-melle.de/
Autohaus Brüggemann GmbH & Co.KG,KIA,Steinstr. 4,17036,Neubrandenburg,DE,53.545165,13.312876,0395 - 769660,neubrandenburg@autohaus-brueggemann.de,https://www.kia-brueggemann-neubrandenburg.de/
MAPO GmbH & Co.KG,KIA,Bergfeldstraße 7,93413,Cham,DE,49.2017795,12.6665023,09971 - 89090,cham@maiermobil.de,https://www.kia-maier-cham.de/
Hugo Pfohe GmbH,KIA,Niendorfer Str. 147,22848,Norderstedt,DE,53.66639,9.973789,040 - 5280070,t.weitz@hugopfohe.de ,https://www.kia-pfohe-norderstedt.de/
Horst Wahl GmbH & Co. KG,KIA,Willi-Bleicher-Straße 1,52353,Düren,DE,50.835903,6.4674005,2421 - 506910,kia.dueren@wahl-group.de,https://www.wahl-group.de/kia
Autohaus Kuchenbecker GmbH & Co. KG,KIA,Langewahler Str. 19a,15517,Fürstenwalde,DE,52.350384,14.075167,03361 - 74970,fuerstenwalde@kia-kuchenbecker.de,https://www.kia-kuchenbecker-fuerstenwalde.de
Schönauen Autohaus GmbH & Co. KG,KIA,Kottendorfer Str. 2-6,42697,Solingen,DE,51.1675621,7.004114,0212 - 223240,info@schoenauen.com,https://www.kia-schoenauen-solingen.de/
Dürkop GmbH,KIA,Helmstedter Str. 60,38126,Braunschweig,DE,52.250547,10.59176,0531 - 7030,info-braunschweig@duerkop.de,https://www.kia-duerkop-braunschweig.de/
Auto-Schmid GmbH,KIA,Landsberger Str. 432,81241,München,DE,48.14570455991098,11.473936230390635,089 – 45 24 25 0,muenchen@autoschmidgmbh.de,https://www.kia-schmid-muenchen.de
Auto-Schmid GmbH,KIA,Sportplatzstr. 4,85635,Höhenkirchen,DE,48.023343,11.702487,08102 - 89580,info@autoschmidgmbh.de,https://www.kia-schmid-hoehenkirchen.de/
Motor Center Heinen GmbH,KIA,Konrad-Adenauer-Ring 20,58135,Hagen,DE,51.349224,7.44321,02331 - 484660,kai.siebeck@heinen-nrw.de,https://www.kia-heinen-hagen.de
Busenius Automobile GmbH,KIA,Mühlhofe 2,58540,Meinerzhagen-Valbert,DE,51.11245,7.799072,02358 - 90910,a.busenius@busenius.de,https://www.kia-busenius-meinerzhagen.de/
Dürkop GmbH Filiale Hoppegarten,KIA,Neuer Hönower Weg 10,15366,Dahlwitz-Hoppegarten,DE,52.501669,13.642409,03342 - 354267,info-hoppegarten@duerkop.de,https://www.kia-duerkop-hoppegarten.de/
Auto Köchling GmbH & Co. KG,KIA,Hoppecker Str. 47,59929,Brilon,DE,51.390325,8.574636,02961 - 97710,info@auto-koechling.de,https://www.kia-koechling-brilon.de
Auto Köchling GmbH & Co. KG,KIA,Lindenstr. 11,33142,Büren,DE,51.557433,8.562496,02951 - 98550,info@auto-koechling.de,https://www.kia-koechling-bueren.de/
Hugo Pfohe GmbH,KIA,Friedrich-Ebert-Damm 190,22047,Hamburg-Wandsbek,DE,53.590009,10.103216,040-669680,wandsbek@hugopfohe.de,https://www.kia-pfohe-hamburg.de
Fischer Autohaus in Guben Inh. Dirk Fischer e.K.,KIA,Am Doll 9,03042,Cottbus,DE,51.761348,14.346433,0355 - 72990494,info-cottbus@fischerautohaus.de,https://www.kia-fischer-cottbus.de/
Petrick KG Automobil- und Motorradvertrieb,KIA,Alte Volksparkstraße 14-22,22525,Hamburg,DE,53.592838,9.925203,040 5472570,info@petrick-hamburg.de,https://www.kia-petrick-hamburg.de
Autohaus Osters GmbH,KIA,Püttkesberge 5,49751,Sögel,DE,52.832817,7.510238,05952 - 1254,info@autohaus-osters.de,https://www.kia-osters-soegel.de/
Autohaus Schafstall GmbH,KIA,An Gut Neuenhof 1a,50189,Elsdorf,DE,50.935879,6.577003,02271 - 42122,info@autohaus-schafstall.de,https://kiaschafstall.de/
Werner Automobile GmbH,KIA,Haferwende 35,28357,Bremen Horn-Lehe,DE,53.106972,8.881713,0421 - 9854050,kia-bremen@wernerautomobile.de,www.kia-zentrum-bremen.de 
Automarkt 2000 GmbH,KIA,Waldshuter Str. 14,79761,Waldshut-Tiengen,DE,47.624644,8.263464,07741 - 680350,buero@automarkt2000.de,https://www.kia-automarkt2000-waldshut-tiengen.de
Auto Peitzmeyer GmbH,KIA,Kanalstr. 38-42,32545,Bad Oeynhausen,DE,52.206257,8.784409,05731 - 21310,kia@peitzmeyer.de,https://www.kia-peitzmeyer-badoeynhausen.de/
Werner Automobile GmbH,KIA,Barkhausenstr. 103,27568,Bremerhaven,DE,53.559286,8.564143,0471 - 9241930,bremerhaven@wernerautomobile.de ,www.kia-zentrum-bremerhaven.de 
Autohaus Hans-Werner Rahaus,KIA,Bahnhofstr. 73,99955,Bad Tennstedt,DE,51.151966,10.847257,036041 - 3730,hwrahaus@auto-rahaus.de,https://www.kia-rahaus-badtennstedt.de/
Dürkop GmbH Filiale Eberswalde,KIA,Freienwalderstr. 82,16225,Eberswalde,DE,52.827083,13.841196,03334-58610,info-eberswalde@duerkop.de,https://www.kia-duerkop-eberswalde.de/
WAS Werner Automobil-Service GmbH,KIA,Hauptstraße 20-22,28816,Stuhr-Seckenhausen,DE,52.9939405,8.7606661,0421-807670,stuhr@wernerautomobile.de,https://www.kia-werner-stuhr-seckenhausen.de
Doris Gorny GmbH,KIA,Ulmer Str. 62,73054,Eislingen/Fils,DE,48.691977,9.714535,07161 / 80080,info@autohaus-gorny.de,https://www.kia-gorny-eislingen.de
Autohaus am Main FH GmbH,KIA,Anton-Flettner-Str. 12,65479,Raunheim,DE,50.011881,8.441578,06142 - 94690,info@autohaus-am-main.de,https://www.kia-main-raunheim.de
Autohaus Leiber GmbH,KIA,Carl-Benz-Str. 2,78576,Emmingen,DE,47.9343834,8.8601909,07465 - 1624,info@autohaus-leiber.de,https://www.kia-leiber-emmingen.de/
Beständig Automobile GmbH & Co. KG,KIA,Händelstr. 1,97469,Gochsheim,DE,50.02354,10.272718,09721 - 64010,kia@bestaendig.eu,https://www.kia-bestaendig-gochsheim.de
