name,brand,street,zip,city,country,latitude,longitude,phone,email,website
Theodor Miller Kraftfahrzeuge Inhaber Stefan Miller,SEAT,Füssenerstrasse 23,87672,Roßhaupten,DE,47.6509,10.72219,08367 338,info@autohaus-miller.de,https://miller.seat.de
Autohaus Preuss GmbH,SEAT,Am Kleinen Stadtfeld 2,23966,Wismar,DE,53.87316,11.44803,03841-73330,seat@autohaus-preuss.de,https://autohaus-preuss.seat.de
SMW Autovertrieb GmbH,SEAT,Am Neuen Friedhof 2,17489,Greifswald,DE,54.09223,13.35413,03834-58590,smw@hgwnet.de,https://smw.seat.de
VGRDD GmbH,SEAT,Wilsdruffer Straße 35/37,01705,Freital,DE,51.01334,13.64708,0351 649880,seat.service.jan@wirthgen.de,
"Autohaus Jürgen Stüwe, Inhaber  Ralf Stüwe",SEAT,Werdohler Str. 22,17153,Reuterstadt Stavenhagen,DE,53.68807,12.90972,039954-21122,autohaus-stuewe@t-online.de,https://ah-stuewe.seat.de
Lerdon GmbH,SEAT,Esperstedter Str. 25,06567,Bad Frankenhausen,DE,51.35573,11.11268,034671-55990,info@lerdon-seat.de,https://lerdon.seat.de
Autohaus Grünhage GmbH & Co. KG,SEAT,Schokholtzstr. 1,06217,Merseburg,DE,51.37837,11.98647,03461-200428,autohaus.gruenhage@gmx.de,https://merseburg.seat.de
Voets Autozentrum Magdeburg Süd GmbH,SEAT,Werner-v.-Siemens-Ring 5,39116,Magdeburg,DE,52.08108,11.57962,0391-60990,info@voets-md-sued.de,https://voets.seat.de
Auto-Centrum Hoffmann GmbH ,SEAT,Mittlerer Watzenbach 8 b,07318,Saalfeld,DE,50.65736,11.342,03671-5355700,vwslf@hoffmann-mobile.de,https://hoffmann-mobile.seat.de/
Auto & Service PIA GmbH,SEAT,Frankfurter Ring 216,80807,München,DE,48.18643,11.60413,089-323706-2172,info.nord@autoundservice.de,https://muenchen-nord.seat.de
Amore Automobile Moresco e.K. ,SEAT,Mariannenstr. 9 - 10,10999,Berlin,DE,52.49963,13.42249,030-6169190,team@amore-automobile.de,
Autohaus KAHLE GmbH & Co. KG,SEAT,Werner-v.-Siemens-Str. 6,29664,Walsrode,DE,52.86139,9.61601,05161-98990,seat.wal@kahle.de,https://kahle.seat.de
Autohaus Hüttel GmbH,SEAT,Dresdner Landstraße 14 F,01744,Dippoldiswalde,DE,50.90773,13.6914,03504-64770,info@autohaus-huettel.de,https://huettel.seat.de
Gövert GmbH,SEAT,Goethestraße 15,44534,Lünen,DE,51.62054,7.53016,02306-757770,seat@goevert.de,
Auto Rasch GmbH & Co. KG,SEAT,Augsburger Straße 38-40,82256,Fürstenfeldbruck,DE,48.18684,11.24788,08141-2940,willi.brugglehner@auto-rasch.de,https://auto-rasch.seat.de
Auto Bierschneider Aalen GmbH,SEAT,Steinheimer Str. 61,89518,Heidenheim a.d. Brenz,DE,48.67948,10.10779,07321 988870,info.heidenheimaudi@bierschneider.de,https://bierschneider-aalen.seat.de
Autohaus am Bungsberg GmbH & Co. KG,SEAT,Ringstr. 20,23758,Oldenburg,DE,54.29535,10.91563,04361-90910,info@ambungsberg.de,
Autohaus Ohnheiser GmbH & Co. KG,SEAT,Industriestr. 4,86637,Wertingen,DE,48.56182,10.6885,08272 99770,info@ohnheiser.de,
Autohaus Kämpflein GmbH & Co. KG,SEAT,Bismarckstraße 130,56470,Bad Marienberg,DE,50.64375,7.92494,02661 95500,seat@kaempflein.de,
Automobile Werner Handel und Service GmbH,SEAT,Chemnitzer Str. 32 a-b,09648,Mittweida,DE,50.97483,12.98123,03727 62100,seat@automobile-werner.de,automobile-werner.seat.de
AMB Automobile Borna GmbH,SEAT,Geschw.-Scholl-Str. 12-14,04552,Borna,DE,51.1246,12.49232,03433-2490,seat.borna@amb-autowelt.de,https://borna.seat.de
Dost Automobile GmbH,SEAT,Porschestr. 1,31135,Hildesheim,DE,52.16427,9.9778,05121-507-0,info@dost.de,https://dost.seat.de/
Autohaus Brandt Stuhr GmbH,SEAT,Max-Planck-Str. 3,28816,Stuhr,DE,53.0216,8.76709,0421-565400,stuhr@autohaus-brandt.com,https://autohaus-brandt.seat.de
Audi Zentrum Ingolstadt Karl Brod GmbH,SEAT,Neuburger Straße 75,85057,Ingolstadt,DE,48.76894,11.39894,0841-49140,REisenschenk@audi-zentrum-ingolstadt.de,https://brod-ingolstadt.seat.de
Treffpunkt Thierolf GmbH & Co. KG,SEAT,An der B 45 / 47,64720,Michelstadt,DE,49.67718,9.00512,06061-7090,seat@thierolf.de,
Emil Frey Küstengarage GmbH,SEAT,Andreas-Clausen-Str. 5,25813,Husum,DE,54.49367,9.08307,04841-83530,seat.hu@kath-gruppe.de,https://kuestengarage-husum.seat.de
Autohaus Weeber GmbH,SEAT,Merklinger Str. 14,71263,Weil der Stadt,DE,48.75458,8.86918,07033-522-0,info-seat-wds@autohaus-weeber.de,https://ah-weeber-wds.seat.de
Schmidt & Hoffmann Baltic GmbH & Co. KG,SEAT,Projensdorfer Str. 174,24106,Kiel,DE,54.35745,10.11797,0431-305530,info@skoda-kiel.de,https://schmidt-hoffmann-baltic.seat.de/
"Autohaus Festl, Inh. Jasmin Festl",SEAT,Borner Straße 21-23,42897,Remscheid,DE,51.17983,7.25401,02191-933680,info@autohaus-festl.de,
Autohaus Müller Wurzen GmbH,SEAT,Nischwitzer Breite 15,04808,Wurzen,DE,51.38606,12.73204,03425-819730,info@automobile-mueller.info,https://mueller-wurzen.seat.de
Scherer GmbH & Co. KG,SEAT,Kelberger Straße 83,56727,Mayen,DE,50.32338,7.20898,02651-96110,seat.mayen@scherer-gruppe.de,https://scherer-mayen.seat.de/.
Auto-Ringler-Service GmbH,SEAT,Hartkirchner Straße 45,94060,Pocking,DE,48.40337,13.32845,08531-80900,seat.pocking@auto-ringler.de,https://seat-auto-ringler-pocking.de
Autohaus Louis Dresen GmbH,SEAT,Friedrich-Ebert-Str. 27,41352,Korschenbroich,DE,51.19239,6.50755,02161-9929990,seat-korschenbroich@dresen.de,https://dresen-korschenbroich.seat.de
Auto Zeilinger GmbH,SEAT,Am Baumgarten 3,91463,Dietersheim,DE,49.55865,10.54121,09161-88750,werkstatt@auto-zeilinger.de,https://auto-zeilinger.seat.de
Weber GmbH & Co. KG,SEAT,Kurpfalzstraße 55,97944,Boxberg,DE,49.48525,9.64728,07930-6346,y.weber@weber-mobile.de,
Autohaus Wilhelm Graf GmbH,SEAT,Schwabacher Straße 382,90763,Fürth,DE,49.44445,10.99051,0911-997130,seat.fuerth@feser-graf.de,https://graf-fuerth.seat.de
Auto Bierschneider GmbH ,SEAT,Schütterlettenweg 1/3,85053,Ingolstadt,DE,48.74995,11.46091,0841-966880,info.ingolstadt@bierschneider.de,https://bierschneider-ingolstadt.seat.de
Autohaus Berolina GmbH,SEAT,Ringstraße 50,12105,Berlin,DE,52.43695,13.3901,030-338009-0,info@autohaus-berolina.de,https://berolina-tempelhof.seat.de
Herrmann & Langer GmbH,SEAT,Ulmenstraße 10,14482,Potsdam,DE,52.37927,13.1106,0331-70478140,seat@herrmann-langer.de,https://herrmann-langer.seat.de
Autohaus Fischer GmbH,SEAT,Baumschulenweg 2,29227,Celle,DE,52.60017,10.10631,05141-3747474,info@fischer-autohaus.com,https://fischer-autohaus.seat.de
Autohaus Burmeister GmbH,SEAT,Westring 1,19370,Parchim,DE,53.42747,11.82917,03871-6218-0,info@ah-burmeister.de,https://burmeister.seat.de
Autohaus M.Herrmann GmbH,SEAT,Wolkensteiner Str. 24 A,09514,Pockau-Lengefeld,DE,50.71496,13.18218,037367-3190,SEAT_Herrmann@t-online.de,https://herrmann.seat.de
Autohaus Herklotz GmbH,SEAT,Dresdner Straße 66,01689,Weinböhla,DE,51.15147,13.56658,035243-32283,info@autohaus-herklotz.de,https://herklotz.seat.de
Autohaus Frank Nagel,SEAT,Straße am Berg 15,18182,Bentwisch,DE,54.12133,12.21457,0381-609220,service@seatnagel.de,https://nagel-bentwisch.seat.de
Autohaus Himpel GmbH,SEAT,Wasserturmstr. 15,09603,Großschirma,DE,51.03172,13.30289,035242-62779,autohaus_himpel@t-online.de,https://autohaus-himpel.seat.de
VGRDD GmbH,SEAT,Großenhainer Straße 81/83,01127,Dresden,DE,51.08021,13.73134,0351-85277-4000,seat.service.holm@wirthgen.de,
Autohaus van Kolck GmbH,SEAT,Müglitztalstraße 60-62,01809,Dohna,DE,50.96429,13.8565,03529-56890,info@vankolck.de,https://autohaus-van-kolck.seat.de
Ratio Mobil Autohandel und Service GmbH - Gornau,SEAT,Am Einkaufszentrum 2,09405,Gornau,DE,50.75853,13.05185,03725-34900,gornau@ratiomobil.de,https://ratiomobil.seat.de
Automobile Michael Pagel,SEAT,Friedrich-Ebert-Str. 7,17213,Malchow,DE,53.47736,12.42143,039932-16020,seatpagel@t-online.de,https://pagel.seat.de
Autohaus Huhmann,SEAT,Brauereistr. 6,17159,Dargun,DE,53.90348,12.86844,039959-20180,seat@autohaus-huhmann.de,https://huhmann.seat.de
Autohaus Freytag GmbH ,SEAT,Probstzellaer Straße 15,98743,Gräfenthal,DE,50.52731,11.31267,036703-80536,com@seat-autohaus-freytag.de,https://freytag.seat.de
Autohaus Leubnitz GmbH,SEAT,Neuostra 3-6,01219,Dresden,DE,51.0151,13.76461,0351-4706905,info@autohaus-leubnitz.de,https://autohaus-leubnitz.seat.de
Autohaus Bachmann e.K. Inhaber Thomas Bachmann,SEAT,Kalistraße 9,06406,Bernburg,DE,51.77671,11.74126,03471-311164,d33251@autohausbachmann.de,https://autohausbachmann.seat.de
Autohaus Jacob Fleischhauer GmbH & Co. KG,SEAT,Düsseldorfer Str. 12,41238,Mönchengladbach,DE,51.16958,6.45763,02166 1298 0,mg_seat@fleischhauer.com,https://autohaus-fleischhauer.seat.de/
Autohaus Frank Nagel,SEAT,Beim Handweiser 14,18311,Ribnitz-Damgarten,DE,54.23946,12.4043,03821-88530,seatnagel@freenet.de,https://nagel-ribnitz.seat.de
Autopark Hackerott GmbH & Co. Handels- u. Service KG,SEAT,Mühlenfeld 5,30853,Langenhagen,DE,52.45039,9.73209,0511-973670,langenhagen@hackerott.de,https://autohaus-hackerott.seat.de
Autohaus Link GmbH,SEAT,Aufseßring 26,63925,Laudenbach,DE,49.73771,9.18013,09372 9998 0,info@auto-link.de,
Fitschen&Klindworth GmbH,SEAT,Lange Straße 7,27404,Elsdorf,DE,53.24571,9.34768,04286-93030,elsdorf@klindworth-gruppe.de,https://klindworth.seat.de
Autozentrum Beilstein Ritter & Gümüs GmbH ,SEAT,Heerweg 50,71717,Beilstein,DE,49.03594,9.31391,07062-916600,info@vw2000.de,https://ritter-guemues.seat.de
Autohaus Kühl GmbH & Co. KG,SEAT,Wolfsburger Straße 3,38518,Gifhorn,DE,52.46198,10.54675,05371-8070,seatgf@autohaus-kuehl.de,https://kuehl.seat.de/
Waldhausen & Bürkel GmbH & Co. KG,SEAT,Hohenzollernstraße 230,41063,Mönchengladbach,DE,51.20799,6.44249,02161-27570,info@waldhausen-buerkel.de,https://waldhausen-buerkel.seat.de
Autohaus Senne GmbH & Co. KG,SEAT,Rehrbrinkstraße 8,30890,Barsinghausen,DE,52.30453,9.45994,05105-52420,info@Autohaus-Senne.de,https://autohaus-senne.seat.de
Autohaus Dittmar Mäke,SEAT,Gewerbegebiet Süd 4,09618,Brand Erbisdorf,DE,50.85539,13.32141,037322-3320,info@autohaus-maeke.de,https://autohaus-maeke.seat.de
AHG GmbH & Co. KG,SEAT,Cyrusstr. 22,99867,Gotha,DE,50.92293,10.71447,03621-4504-300,info@ahg-online.de,https://ahg-gotha.seat.de
Egon Baumhoff GmbH & Co. KG,SEAT,Hagener Str. 68,57368,Lennestadt,DE,51.11019,8.06521,02723 9667 0,seat@autohaus-baumhoff.de,
Hans Laatzig Automobile GmbH,SEAT,Eichhorster Weg 91,13435,Berlin,DE,52.60284,13.33496,030-4090030,info@laatzig.de,https://laatzig.seat.de
Autohaus am Bungsberg GmbH & Co. KG,SEAT,Bei der Lohmühle 3,23554,Lübeck,DE,53.87625,10.66509,0451-2905790,info@ambungsberg.de,https://ambungsberg-luebeck.seat.de
Autohaus Wolfenbüttel GmbH,SEAT,Frankfurter Straße 37,38304,Wolfenbüttel,DE,52.16408,10.50991,05331-40090,info@AHWF.de,
MH Autoforum GmbH & Co.KG,SEAT,An der Automeile 17,35394,Gießen,DE,50.57424,8.71142,0641-499090,info@mh-autoforum.de,https://mh-autoforum.seat.de
Autohaus Schnitzler GmbH & Co. KG,SEAT,Auf dem Sand 36,40721,Hilden,DE,51.17515,6.91628,02103-9450400,info@autohaus-schnitzler.de,https://schnitzler-hilden.seat.de
Autohaus Jacob Fleischhauer GmbH & Co. KG,SEAT,Roitzheimer Straße 123,53879,Euskirchen,DE,50.65194,6.80447,02251-981810,service-euskirchen@fleischhauer.com,https://fleischhauer-euskirchen.seat.de
Koch Mobile GmbH ,SEAT,Aschenhausweg 5,74523,Schwäbisch Hall,DE,49.10561,9.71608,0791-2021342710,seat-sha@koch-autogruppe.de,https://koch-mobile.seat.de
Auto Zentrum Nürnberg-Feser GmbH Zweigniederlassung Höchstadt,SEAT,Fürther Str. 12a,91315,Höchstadt a.d. Aisch,DE,49.69511,10.80297,09193-50400,seat.erlangen@feser-graf.de,https://feser-hoechstadt.seat.de
Autohaus Schandert GmbH,SEAT,Mannheimer Strasse 16,06847,Dessau,DE,51.82334,12.21638,0340 5711560,seat.dessau@auto-schandert.de,https://auto-schandert.seat.de
Autohaus Lackmann GmbH,SEAT,Carl-Ruß-Str. 1,42719,Solingen,DE,51.18643,7.05699,0212-64590-0,seat@lackmanngruppe.com,https://lackmann-solingen.seat.de
Autohaus Hessenkassel  GmbH+Co. Vertriebs KG,SEAT,Königstor. 68-72,34119,Kassel,DE,51.31275,9.47715,0561-5006-0,seat.hessenkassel@glinicke.de,https://hessenkassel.seat.de
Feser Magdeburg GmbH,SEAT,Pallasweg 10,39118,Magdeburg,DE,52.08139,11.61276,0391 50979-6000,seat.am-boerdepark@feser-graf.de,https://feser-magdeburg-boerdepark.seat.de
Auto Singer GmbH & Co. KG,SEAT,Augsburger Str 85-87,87600,Kaufbeuren,DE,47.88617,10.63867,08341-95155,seat-service@autosinger.de,https://autosinger.seat.de
Auto Meyer GmbH,SEAT,Bergweg 41,49393,Lohne,DE,52.66434,8.25673,04442-93550,info@amlo.de,
Autohaus Albertsmeyer Mühlhausen GmbH,SEAT,Kasseler Straße 45,99974,Mühlhausen,DE,51.20386,10.43749,03601 4850 0,info@albertsmeyer.com,https://albertsmeyer-muehlhausen.seat.de
Autohaus Marnet GmbH & Co. KG,SEAT,Schwalheimer Straße 71,61231,Bad Nauheim,DE,50.35722,8.74629,06032 9399 0,seat-badnauheim@marnet.de,https://marnet-badnauheim.seat.de/
Motor-Nützel Vertriebs-GmbH,SEAT,Nürnberger Str. 95,95448,Bayreuth,DE,49.92636,11.59922,0921-3360-400,seat-bayreuth@motor-nuetzel.de,https://bayreuth.seat.de
Autohaus Weeber GmbH,SEAT,Ferd.-von-Steinbeiss-Str. 2,75365,Calw,DE,48.70416,8.75962,07051 79790,info-calw@autohaus-weeber.de,
Autohaus Laufenberg GmbH,SEAT,Siegburger Straße 314,53639,Königswinter,DE,50.73427,7.25856,02244-912135,43541@ahlaufenberg.de,https://laufenberg.seat.de
Autohaus Ostermaier GmbH,SEAT,Chamer Str. 50,94315,Straubing,DE,48.89023,12.57787,09421 8402 0,seat.sr@ostermaier.de,https://autohaus-ostermaier.seat.de
Autohaus Bauer & Scherg GmbH & Co. KG,SEAT,Raiffeisenstraße 32,85276,Pfaffenhofen,DE,48.53974,11.51612,08441-89990,info@autobauer-paf.de,https://bauer.seat.de
Autohaus Marnet GmbH & Co. KG,SEAT,Anna-Birle-Straße 10,55252,"Wiesbaden, Mainz-Kastel",DE,50.0271,8.28072,06134 584290 0,seat-wiesbaden@marnet.de,
Autohaus Stefan Semler GmbH & Co. KG,SEAT,Ottostraße 16-18,64347,Griesheim,DE,49.87085,8.55942,06155 8380 0,info@autohaus-semler.de,https://www.autohaus-semler.seat.de/
Autohaus Klinkner GmbH,SEAT,Wolfsborn 50-56,66679,Losheim am See,DE,49.50815,6.76192,06872 91400,seat@autohaus-klinkner.de,https://autohaus-klinkner.seat.de
AVP Autoland GmbH & Co.KG,SEAT,Neuburger Str. 141-143,94036,Passau,DE,48.55857,13.42065,09931-709400,passau@avp-autoland.de,https://avp-autoland-passau.seat.de
Auto-Technik Dähne GmbH,SEAT,Grünauer Fenn 5,14712,Rathenow,DE,52.57838,12.33707,03385 4999 0,info-srn@a-t-d.de,
Volkswagen Automobile Frankfurt GmbH,SEAT,Donaustr. 32,63452,Hanau,DE,50.15127,8.9337,06181 90095000,seat.hu@volkswagen-frankfurt.de,https://vw-automobile-hanau.seat.de
Deisenroth & Söhne GmbH & Co. KG,SEAT,Zum Wolfsgraben 13,36088,Hünfeld,DE,50.68903,9.7546,06652 96900,seat.huenfeld@autohaus-deisenroth.de,https://deisenroth-soehne-huenfeld.seat.de
Hansa Automobile Rostock GmbH,SEAT,Lise-Meitner-Ring 2,18059,Rostock,DE,54.05867,12.11788,0381-405120,info@cupra-rostock.com,https://hansa-automobile.seat.de
Auto Thomas GmbH,SEAT,August-Lepper-Str. 1-12,53604,Bad Honnef,DE,50.63769,7.22019,02224 9424 0,info-badhonnef@auto-thomas.de,https://auto-thomas-badhonnef.seat.de
Autohaus Ansbach W. Oberseider GmbH & Co. KG,SEAT,Feuchtwangerstr. 36+77,91522,Ansbach,DE,49.29492,10.56046,0981 46123 0,info@autohaus-ansbach.de,https://autohaus-ansbach.seat.de/
Kfz.-Service GmbH,SEAT,Brüxer Staße 5,09544,Neuhausen,DE,50.6739,13.4664,037361-45292,info@seat-neuhausen.de,kfz-service.seat.de
Autohaus Horst Ikert e.K.,SEAT,Gröditzer Straße 52,01609,Röderaue ,DE,51.3927,13.46362,035263-68586,info@autohaus-ikert.de,https://autohaus-ikert.seat.de
Autohaus Petri Inh. Isabel Petri e.K.,SEAT,Plautstraße 13,04179,Leipzig,DE,51.33019,12.30943,0341-4804300,info@autohauspetri.de,https://petri.seat.de
Hahn Automobile GmbH + Co. KG,SEAT,Stuttgarter Str. 31-57,73614,Schorndorf,DE,48.80519,9.51536,07181 4092 0,seat-schorndorf@hahn-automobile.de,
Hahn Automobile GmbH + Co. KG NL Pforzheim,SEAT,Kelterstrasse 9,75179,Pforzheim,DE,48.89484,8.68323,07231-139950 ,SEAT_HAENDLEREINGANG@hahn-automobile-pforzheim.de,https://hahn-pforzheim.seat.de/
Autohaus Kretschmann GmbH,SEAT,Gewerbering West 24,39240,Calbe,DE,51.89848,11.75451,039291-4420,service@ah-kretschmann.de,https://autohaus-kretschmann.seat.de
Autohaus am Bungsberg GmbH & Co. KG,SEAT,Industriestraße 1,23701,Eutin,DE,54.12689,10.62079,04521-790190,info@ambungsberg.de,https://bungsberg.seat.de
Autohaus Joachim Huster GmbH,SEAT,Guteborner Allee 6,08393,Meerane,DE,50.83956,12.44884,03764-18000,seat@huster.de,
Autohaus Stegelmann GmbH & Co. KG,SEAT,Stegelmann Straße 1,32657,Lemgo,DE,52.02153,8.88537,05261-25970,INFO@Stegelmann.de,
Autohaus Pietsch GmbH,SEAT,Herrenteich 89,49324,Melle,DE,52.20217,8.35205,05422-94850,info.seat@autohaus-pietsch.de,https://autohaus-pietsch.seat.de
Autohaus West Zweigbetrieb der Jepsen Betriebs GmbH & Co. KG,SEAT,Prüfeninger Str. 135,93049,Regensburg,DE,48.9929,12.10423,0941-30722-0,service.info@autohaus-west.de,https://audi-service-regensburg.seat.de
Graf Hardenberg GmbH & Co. KG,SEAT,Otto-Hahn-Str. 3,77652,Offenburg,DE,48.48333,7.93791,0781-92020,info.og@grafhardenberg.de,https://hardenberg.seat.de
